smiles,delta_g_kcal_mol,source,role,parent_name,canonical_smiles
CC=CC=CN(C=O)CCCCC1C=C1CC(O)CNC(=O)CC=NC=CCCC,-3.35,augment,,,CC=CC=CN(C=O)CCCCC1C=C1CC(O)CNC(=O)CC=NC=CCCC
CC(C)C=CC(C=CC1=N)C=CN1C=CC=CC,-4.68,augment,,,CC=CC=CN1C=CC(C=CC(C)C)C=CC1=N
CC=CC=CN(CNC(=O)NC=CCC=CC1)C=N1,-4.36,augment,,,CC=CC=CN1C=NCC=CCC=CNC(=O)NC1
CC=CC=CN1C[C@H1](CCC=O)ON=C1NC=O,-3.79,augment,,,CC=CC=CN1C[C@H](CCC=O)ON=C1NC=O
CC=CC=CN=C(C=CC=CCC[NH1+1]CCNC=CO)C(=O)N(O)C(F)F,-3.19,augment,,,CC=CC=CN=C(C=CC=CCC[NH+]CCNC=CO)C(=O)N(O)C(F)F
CC=CC=CN=C(N)CC(=O)CC=C=O,-3.86,augment,,,CC=CC=CN=C(N)CC(=O)CC=C=O
CC=CC=CNC=CNC=CSCNC(=O)CCCNC=CCCN=C=C=C[NH1]C=O,-2.77,augment,,,CC=CC=CNC=CNC=CSCNC(=O)CCCNC=CCCN=C=C=CNC=O
CC=CC=CNC=CNCONC(=O)CC1C=CCC=C1C(C)CCO,-3.22,augment,,,CC=CC=CNC=CNCONC(=O)CC1C=CCC=C1C(C)CCO
CC=CC=CNC=CN[C@@H1](NC)SC=O,-3.01,augment,,,CC=CC=CNC=CN[C@@H](NC)SC=O
CC=CC=CNCCC1=CC1N=C(C2=O)C(C3=C2O)C=C3C,-4.82,augment,,,CC=CC=CNCCC1=CC1N=C1C(=O)C(O)=C2C(C)=CC12
CC=CC=CNCCCC(C)=CC=CC=C1CCCCC=C1C,-4.56,augment,,,CC=CC=CNCCCC(C)=CC=CC=C1CCCCC=C1C
CC=CC=CNCCCC(S)CN(CNCC)C=O,-2.6,augment,,,CC=CC=CNCCCC(S)CN(C=O)CNCC
CC=CC=CNCCCCCCNCCC(C)C=COC[NH1+1]CCOC,-0.01,augment,,,CC=CC=CNCCCCCCNCCC(C)C=COC[NH+]CCOC
CC=CC=CNN(CSCCNC1C=CSCC=CN=C1)CCC=O,-3.33,augment,,,CC=CC=CNN(CCC=O)CSCCNC1C=CSCC=CN=C1
CC=CC=CNN1SNC=NC1(CC=CC=CC(NC)=NCCC=CC=CC2C)OC=C2,-4.83,augment,,,CC=CC=CNN1SNC=NC12CC=CC=CC(NC)=NCCC=CC=CC(C)C=CO2
CC=CC=CNN=CC=CC1(NC)C=C1CC2C(C=CNN2)ONCCCCl,-3.45,augment,,,CC=CC=CNN=CC=CC1(NC)C=C1CC1NNC=CC1ONCCCCl
CC=CC=CNN=CCN=CC,-2.98,augment,,,CC=CC=CNN=CCN=CC
CC=CC=COC(C1)N(NN)C=C1C=CC=O,-3.88,augment,,,CC=CC=COC1CC(C=CC=O)=CN1NN
C1OC=CC=C1C[NH1+1](C=CC=CC)CC=O,-3.32,augment,,,CC=CC=C[NH+](CC=O)CC1=CC=COC1
CC=CC=C[NH1+1]CC(=O)NCC(=O)NC(=O)NC=CC=CC#CCC1C=N1,-4.43,augment,,,CC=CC=C[NH+]CC(=O)NCC(=O)NC(=O)NC=CC=CC#CCC1C=N1
CC=CC=C[NH1+1]CCC(=O)CCN(N)NC=CNCCCCN(C)N=C1CC1,-2.41,augment,,,CC=CC=C[NH+]CCC(=O)CCN(N)NC=CNCCCCN(C)N=C1CC1
CC=CC=C[NH3+1],-2.91,augment,,,CC=CC=C[NH3+]
CC=CC=NCOC1=CC=CC=C1NC(=O)[O-1],-3.1,augment,,,CC=CC=NCOc1ccccc1NC(=O)[O-]
CC=CC=NONNC=CC(=O)CC=NC=C1N=CN/C=CC=CC=CCC=C1,-6.02,augment,,,CC=CC=NONNC=CC(=O)CC=NC=C1C=CCC=CC=CC=CNC=N1
CC=CC=O,-2.7,augment,,,CC=CC=O
C1=C(C2=CC=CC)CC=C1N2CC=NC=O,-4.02,augment,,,CC=CC=c1c2cc(n1CC=NC=O)=CC2
C1CCC2C=C1C=C2CCCNC3CNC=NC3C(CC=CC)=O,-3.31,augment,,,CC=CCC(=O)C1N=CNCC1NCCCC1=CC2=CC1CCC2
CC=CCC(=O)CNC=CC=O,-3.15,augment,,,CC=CCC(=O)CNC=CC=O
C[NH1+1](C(CC=CC)C(=O)NC=O)NC=CCCCCCC=NNNC,-1.71,augment,,,CC=CCC(C(=O)NC=O)[NH+](C)NC=CCCCCCC=NNNC
CNC=C1C=C(O)C=C1CC(=O)NNNCCCC(C)CC=CC,-3.82,augment,,,CC=CCC(C)CCCNNNC(=O)CC1=CC(O)=CC1=CNC
CC(N)C=NSC#CCC(=O)CC(C=O)CC=CC,-3.33,augment,,,CC=CCC(C=O)CC(=O)CC#CSN=CC(C)N
CC=CCC(CC=CC)(CC)CCCN(/C(=NC)CC)CCOCCC=NNC=S,-2.54,augment,,,CC=CCC(CC)(CC=CC)CCCN(CCOCCC=NNC=S)C(CC)=NC
CCCCCC(CC=CC)CC=C(N=1)OCC=C=1,-3.32,augment,,,CC=CCC(CC=C1N=C=CCO1)CCCCC
CCCC(CC=CC)C(C)(C)CCN=C(C=NC)CCOCCC,-3.03,augment,,,CC=CCC(CCC)C(C)(C)CCN=C(C=NC)CCOCCC
CC=NOC(=O)CCC(=O)CCCC=C(CC=CC)F,-3.02,augment,,,CC=CCC(F)=CCCCC(=O)CCC(=O)ON=CC
CCC=NC(CC=CC)=NCC=NC=CC=CC=COCOCSSSC,-3.05,augment,,,CC=CCC(N=CCC)=NCC=NC=CC=CC=COCOCSSSC
CC=[C@H1]CC(O)C(CN)C(=O)C#CCCCCCCCC,-1.97,augment,,,CC=CCC(O)C(CN)C(=O)C#CCCCCCCCC
CC=CCC(C1=[C@@H1]C)CC1=CC=CO,-4.24,augment,,,CC=CCC1CC(=CC=CO)C1=CC
CC=CCC1OON=CC=CCCCC=NNN1CC(C)C(O2)NC=CC=C2C,-4.93,augment,,,CC=CCC1OON=CC=CCCCC=NNN1CC(C)C1NC=CC=C(C)O1
CC=CCC=C1N=C=CNC(SCCC2=C1)=CCCC=C2C=O,-5.07,augment,,,CC=CCC=C1C=C2CCSC(=CCCC=C2C=O)NC=C=N1
CC=CCC=CC(=O)N1CC=C(C)C1OCNCC2CC2(C)CC,-3.46,augment,,,CC=CCC=CC(=O)N1CC=C(C)C1OCNCC1CC1(C)CC
CC=CCC=CCCCCOC=O,-2.94,augment,,,CC=CCC=CCCCCOC=O
CCN(C)OC=CC=CNC(=O)C=NC=CCC=CC,-3.4,augment,,,CC=CCC=CN=CC(=O)NC=CC=CON(C)CC
CC=CCC=O,-2.82,augment,,,CC=CCC=O
COC=CC=C(OC(=O)N=CCC(C)CCC=CC)CCS,-2.6,augment,,,CC=CCCC(C)CC=NC(=O)OC(=CC=COC)CCS
COCCCCC(C1NC=CC(O2)CC=CC2C)OC=C1\CCCC(C)CCC=CC,-3.71,augment,,,CC=CCCC(C)CCCC1=COC(CCCCOC)C1NC=CC1CC=CC(C)O1
CCOCC(CCC=CC)C=CC1=NC=C/CN/C=NC=CSC1C(=O)O,-3.5,augment,,,CC=CCCC(C=CC1=NC=CCNC=NC=CSC1C(=O)O)COCC
CCCCCCN=C/C(C1C(O)C=NO1)CCC=CC,-2.95,augment,,,CC=CCCC(C=NCCCCCC)C1ON=CC1O
CCCCNC(C=O)CCC=CC,-2.46,augment,,,CC=CCCC(C=O)NCCCC
O=CC1NC=C(OC=CC=C2C(C)C1N2)CCC=CC,-3.89,augment,,,CC=CCCC1=CNC(C=O)C2NC(=CC=CO1)C2C
CC=C1C(NC(=O)NCCC[NH1+1]CC2CC2N=NC1)CCC=CC,-4.67,augment,,,CC=CCCC1NC(=O)NCCC[NH+]CC2CC2N=NCC1=CC
COCCC(C)C=C(N)NN(C)CNCC=C=CC=C=CCCC=CC,-3.33,augment,,,CC=CCCC=C=CC=C=CCNCN(C)NC(N)=CC(C)CCOC
CC=CCCC=CC(CCNCC1NC=NCN1C=O)NCCCC=CCOO,-0.84,augment,,,CC=CCCC=CC(CCNCC1NC=NCN1C=O)NCCCC=CCOO
C[C@H1]=CCCC=CCCC1=NCC=CC=C(C)C=CC=CC1,-4.08,augment,,,CC=CCCC=CCCC1=NCC=CC=C(C)C=CC=CC1
CC=CCCC=NC=NC(=O)CCC=CC=CC(=O)NN=O,-4.48,augment,,,CC=CCCC=NC=NC(=O)CCC=CC=CC(=O)NN=O
CC=CCCCCC=C(CCCC1=O)C1COC,-3.51,augment,,,CC=CCCCCC=C1CCCC(=O)C1COC
C12CSC=CN(C=C1NCNC(=O)CCCCCCCC=CC)CCC=CC=C2C,-4.57,augment,,,CC=CCCCCCCCC(=O)NCNC1=CN2C=CSCC1C(C)=CC=CCC2
CCC1=CCCCC=C1OCCCCCC=CC,-3.45,augment,,,CC=CCCCCCOC1=CCCCC=C1CC
CC=CCCCCSCCCNSCC=C=O,-3.09,augment,,,CC=CCCCCSCCCNSCC=C=O
CC=CCCCNCCNC(=O)NCC1NSCNNN2CNCC=C21,-3.28,augment,,,CC=CCCCNCCNC(=O)NCC1NSCNNN2CNCC=C12
O=C(C)NCC(C1=CC=C[C@H1]1CCCC=CC)=CC=C2C=C2,-4.18,augment,,,CC=CCCC[C@@H]1C=CC=C1C(=CC=C1C=C1)CNC(C)=O
CC=CCCCl,-2.25,augment,,,CC=CCCCl
CC(O)C=C=CC=NN(CCC=CC)C1(Cl)CCC1(C)CC2C#C2,-4.0,augment,,,CC=CCCN(N=CC=C=CC(C)O)C1(Cl)CCC1(C)CC1C#C1
C[C@H1](C[C@@H1]1CCC2N1CCC=CC)CC2F,-3.68,augment,,,CC=CCCN1C2CC[C@H]1C[C@@H](C)CC2F
C1C2=CC=CC3=C2C(O)C=C(C=C3NCCC=CC)OC1C=CN,-3.9,augment,,,CC=CCCNC1=CC2=CC(O)c3c(cccc31)CC(C=CN)O2
CC=CCCOC(=O)C=CCC=CC1=CN=CC=C(C=CC=C1CNC2CC=CC)C2,-5.01,augment,,,CC=CCCOC(=O)C=CCC=Cc1cnccc2cccc1CNC(CC=CC)C2
CC=CCCOOC=O,-2.74,augment,,,CC=CCCOOC=O
O=C([O-1])C=C=[NH1+1]OC=CN(CC=CC)CC1=CC(C2)C1C=C3C2=C3,-4.85,augment,,,CC=CCN(C=CO[NH+]=C=CC(=O)[O-])CC1=CC2CC3=CC3=CC12
CCN(CC=CC)C(N1)CCC[NH1+1](C1)C(=O)C=O,-3.69,augment,,,CC=CCN(CC)C1CCC[NH+](C(=O)C=O)CN1
CC=NCC=CC,-2.89,augment,,,CC=CCN=CC
COC=CC(OCC1C)(C)N=C(C=CSC1NCC=CC)OC=COC,-3.68,augment,,,CC=CCNC1SC=CC(OC=COC)=NC(C)(C=COC)OCC1C
CC=CCOC=O,-2.59,augment,,,CC=CCOC=O
CC=CCSC=O,-2.91,augment,,,CC=CCSC=O
CC=CC[C@@H1](C)C(CN)CCCCSCC,-2.74,augment,,,CC=CC[C@@H](C)C(CN)CCCCSCC
CC=CC[C@@H1]([C@H1]12)[C@@H1]1C=CC2CCCCCC3C=C(F)CC3C,-3.68,augment,,,CC=CC[C@@H]1[C@@H]2C=CC(CCCCCC3C=C(F)CC3C)[C@@H]21
CCC=C(NC=NC[NH1+1](C)CC=CC)N=CNC(O)ON,-3.2,augment,,,CC=CC[NH+](C)CN=CNC(=CCC)N=CNC(O)ON
CC=CN(C)CCC=O,-2.99,augment,,,CC=CN(C)CCC=O
CC=CN(C)CCCC(=O)NC1C2C(C)C1CCCCCCCN2N,-4.3,augment,,,CC=CN(C)CCCC(=O)NC1C2CCCCCCCN(N)C1C2C
CC=CN(C=O)NC=O,-3.18,augment,,,CC=CN(C=O)NC=O
C[C@@H1](C)C1C23CC=CC=C2NC(=O)C=C3N1C=CC,-4.46,augment,,,CC=CN1C2=CC(=O)NC3=CC=CCC32C1C(C)C
CCOC=CCC1N(C=CC[C@H1](C)C1N2C=CC)O2,-3.82,augment,,,CC=CN1ON2C=CC[C@H](C)C1C2CC=COCC
CC=C(CCCC(N)CCC)CNCCNC(C)=NC=CC,-1.94,augment,,,CC=CN=C(C)NCCNCC(=CC)CCCC(N)CCC
CC=CN=C(N1C=CN=C2CCC=C2CCCC3)OC3C=C1OC,-4.87,augment,,,CC=CN=C1OC2C=C(OC)N1C=CN=C1CCC=C1CCCC2
CCOC=CNCC=C(OC(=O)N(C)CC=CC=C=NC=CC)CC=CSOOCO,-2.25,augment,,,CC=CN=C=CC=CCN(C)C(=O)OC(=CCNC=COCC)CC=CSOOCO
CC=CN=CC=COCC(=O)N=C1C(=O)CCC1(C)C2C=C2,-3.93,augment,,,CC=CN=CC=COCC(=O)N=C1C(=O)CCC1(C)C1C=C1
CC=CN=CNC1=C(NC)CC1C=O,-3.37,augment,,,CC=CN=CNC1=C(NC)CC1C=O
CC=C/N=NC(=O)N=O,-3.93,augment,,,CC=CN=NC(=O)N=O
CC(COC1=CC=CC=CC1CC#CNC=CC)CC(CCl)C(C)C,-3.43,augment,,,CC=CNC#CCC1C=CC=CC=C1OCC(C)CC(CCl)C(C)C
CC=C(NC=CC)C=NCC(=O)N=CCC1=CC=CC=C1NCNC=NNN=CCN,-4.09,augment,,,CC=CNC(C=NCC(=O)N=CCc1ccccc1NCNC=NNN=CCN)=CC
CC=C[NH1]C(OC)CNCC=CC=CC=CC(CC=CF)C,-3.35,augment,,,CC=CNC(CNCC=CC=CC=CC(C)CC=CF)OC
CCN(C[C@@H1]1COCNC(=O)C(C)C=C1NC=CC)CC=CC(=C2)C=C2,-4.22,augment,,,CC=CNC1=CC(C)C(=O)NCOC[C@H]1CN(CC)CC=CC1=CC=C1
C1C[NH2+1]C(C=C(CNC=CC)CCl)=CC=C1C,-4.27,augment,,,CC=CNCC(=CC1=CC=C(C)CC[NH2+]1)CCl
CC=CNCC(CNC=CC=O)C=O,-3.13,augment,,,CC=CNCC(C=O)CNC=CC=O
O=CC=CC=CC=CCC=CC=C(Cl)COCCNC=CC,-3.65,augment,,,CC=CNCCOCC(Cl)=CC=CCC=CC=CC=CC=O
CC=CNCN1CCC=C1CN(C)CF,-2.31,augment,,,CC=CNCN1CCC=C1CN(C)CF
C1CCC(CCC[C@@H1]1C(=O)[C@@H1](C)C=CC)O[NH1]C=CC,-3.95,augment,,,CC=CNOC1CCCC(C(=O)[C@@H](C)C=CC)CCC1
CCNC(CCC=O)CC=C(O)NONC=CC,-3.3,augment,,,CC=CNONC(O)=CCC(CCC=O)NCC
CCC=CC(OC=CC)(C)CCCCCC,-2.61,augment,,,CC=COC(C)(C=CCC)CCCCCC
CCC1C[C@@H1](C)OC[C@@H1](N)C(C)C(OC=CC)C2OC21C,-4.28,augment,,,CC=COC1C(C)[C@H](N)CO[C@H](C)CC(CC)C2(C)OC12
C[NH1+1]CCN(C=CN1CCC=C(C=CC2=O)NCCOC=CC)CC2C1,-3.99,augment,,,CC=COCCNC1=CCCN2C=CN(CC[NH+]C)CC(C2)C(=O)C=C1
C[C@H1]=[C@H1]ON=CCCN(C=O)C(CC=O)CCC=CC(F)CF,-2.84,augment,,,CC=CON=CCCN(C=O)C(CC=O)CCC=CC(F)CF
CC=CSC(C=O)NCCC=O,-2.98,augment,,,CC=CSC(C=O)NCCC=O
CC=CSC(OCC(=O)CN(C)CCC=CN1)C1,-4.08,augment,,,CC=CSC1CNC=CCCN(C)CC(=O)CO1
CC(N)(CSC=CC)C=O,-3.29,augment,,,CC=CSCC(C)(N)C=O
CC=CSCC(CCCC=O)CF,-2.91,augment,,,CC=CSCC(CF)CCCC=O
CC=CSCNN1C=CN(C2)C12CCCC#CC(CF)C,-3.2,augment,,,CC=CSCNN1C=CN2CC21CCCC#CC(C)CF
CC=CSNC=NSN1OCC2C(C)(N)C=C=C1NCCOCCCC=NN=N2,-4.88,augment,,,CC=CSNC=NSN1OCC2N=NN=CCCCOCCNC1=C=CC2(C)N
CC=C[C@@H1](C=NC=CC(=O)C)CC=CCCC(O)NC,-3.57,augment,,,CC=C[C@@H](C=NC=CC(C)=O)CC=CCCC(O)NC
CC=C[C@@H1](OC)C1(C=O)OC2=C1C2=O,-3.61,augment,,,CC=C[C@@H](OC)C1(C=O)Oc2c1c2=O
CC=C[C@@H1](C1CCCNN(C)[NH1+1]2CCC1)C=C2,-3.97,augment,,,CC=C[C@@H]1C=C[NH+]2CCCC1CCCNN2C
CC=C[C@H1](C)N=O,-3.73,augment,,,CC=C[C@H](C)N=O
CC=CC1=CC(C)=CC=C1CC(C)(C)C=O,-3.86,augment,,,CC=Cc1cc(C)ccc1CC(C)(C)C=O
C1COC=CC=C1CC=CC2CNN=C2CCC=CN3C=NC=C3C=CC,-4.74,augment,,,CC=Cc1cncn1C=CCCC1=NNCC1C=CCC1=CC=COCC1
CC=CC(SN1CCNC=O)=C1CC=2C=CC=2,-3.65,augment,,,CC=Cc1sn(CCNC=O)c1CC1=CC=C1
CN=CC,-2.18,augment,,,CC=NC
CC=NC(SCNC)=CC=O,-2.93,augment,,,CC=NC(=CC=O)SCNC
CC=NC(C1CC=CC=C1C)=CCCC2CN2SCOCCC=O,-4.16,augment,,,CC=NC(=CCCC1CN1SCOCCC=O)C1CC=CC=C1C
CC=NC(C=NCC)(C)C=O,-2.97,augment,,,CC=NC(C)(C=O)C=NCC
CC=NC1=CC=CC(NC(C2)CC=CC=C2CC(N)(C)CC=CCCC)C1,-4.3,augment,,,CC=NC1=CC=CC(NC2CC=CC=C(CC(C)(N)CC=CCCC)C2)C1
CC=NC1=CC=CC1(C=O)Cl,-3.34,augment,,,CC=NC1=CC=CC1(Cl)C=O
CC=NC1=CC=CC2CC(CC=O)C(=O)C2CCCOC=C1O,-5.17,augment,,,CC=NC1=CC=CC2CC(CC=O)C(=O)C2CCCOC=C1O
C12C(C)[NH1+1]C1C(C3)N2NCCCCCC=CC3N=[C@H1]C,-5.42,augment,,,CC=NC1C=CCCCCCNN2C(C1)C1[NH+]C(C)C12
CC=NC=C(C1C=CC1C[NH1+1](N2)C[C@H1](C)CC2CC)C,-3.88,augment,,,CC=NC=C(C)C1C=CC1C[NH+]1C[C@H](C)CC(CC)N1
CC=NC=C(C)CCNCNC(C)C(OC)C1(C)C(C)C=N1,-2.31,augment,,,CC=NC=C(C)CCNCNC(C)C(OC)C1(C)N=CC1C
CC=NC=C1C=C1C(C=O)OC=NCC,-3.19,augment,,,CC=NC=C1C=C1C(C=O)OC=NCC
CC=NC=C(C=CC=CC=CC1(C)CCC)C1CCCN2C=CCC2C,-4.38,augment,,,CC=NC=C1C=CC=CC=CC(C)(CCC)C1CCCN1C=CCC1C
CC=NC=C(COC=[C@@H1]CCNC(C)C(N1)=N)CCO1,-4.02,augment,,,CC=NC=C1CCONC(=N)C(C)NCCC=COC1
CC=NC=C=C(NNC1CO[C@H1](N)C2=CC=CC=C1C2CCC)C3N(C)C=CC=C3,-5.07,augment,,,CC=NC=C=C(NNC1CO[C@H](N)C2=CC=CC=C1C2CCC)C1C=CC=CN1C
CC=NC=CC(=O)OC=CC1=CC(=O)C2[C@@H1]1C2SN(C=O)C=C=O,-4.16,augment,,,CC=NC=CC(=O)OC=CC1=CC(=O)C2C(SN(C=O)C=C=O)[C@H]12
CC=NC=CC(NC(C)C1=NC1(C)CCO)C(C=N2)C2=N,-3.69,augment,,,CC=NC=CC(NC(C)C1=NC1(C)CCO)C1C=NC1=N
CC=NC=CC(O)CCC(C)C=CN=C(Cl)C=CCCC1CC1S,-3.9,augment,,,CC=NC=CC(O)CCC(C)C=CN=C(Cl)C=CCCC1CC1S
CC=NC=CC(CC1=CC=O)CC=C1C,-4.24,augment,,,CC=NC=CC1CC=C(C)C(=CC=O)C1
CC=NC=CC=C=O,-3.44,augment,,,CC=NC=CC=C=O
CC=NC=CCC(CC=CC=CC=CCC=O)=NN1C=CC=CC=C1,-4.52,augment,,,CC=NC=CCC(CC=CC=CC=CCC=O)=NN1C=CC=CC=C1
CC=NC=CCF,-2.36,augment,,,CC=NC=CCF
CC=NC=CNCC1CN(C)NN1C=O,-3.83,augment,,,CC=NC=CNCC1CN(C)NN1C=O
CC=NC=CSC(C)[C@H1](N)CC1CC=CCC1C=O,-4.2,augment,,,CC=NC=CSC(C)[C@H](N)CC1CC=CCC1C=O
O=C(NC[C@@H1](C)C=1C=C2C=C2C=1C=CN=CC)CC=CC=CF,-4.31,augment,,,CC=NC=Cc1c2cc-2cc1[C@H](C)CNC(=O)CC=CC=CF
CC=NC=O,-2.57,augment,,,CC=NC=O
CC=NCC,-2.39,augment,,,CC=NCC
CC=NCC(CC)(OC1CC(O)C)NCCCC=CCO1,-4.21,augment,,,CC=NCC1(CC)NCCCC=CCOC(CC(C)O)O1
CC=NCCC(=O)C,-3.19,augment,,,CC=NCCC(C)=O
CC=NCCCNCC(C)C=CC=O,-3.1,augment,,,CC=NCCCNCC(C)C=CC=O
N#CNN(CN=CC)C=O,-2.92,augment,,,CC=NCN(C=O)NC#N
CC=NCN=CCCC=O,-2.86,augment,,,CC=NCN=CCCC=O
CC=NCOC=C=C=O,-2.94,augment,,,CC=NCOC=C=C=O
CC=NC[C@@H1](CCC=O)C=NC=C1CCC=N1,-3.36,augment,,,CC=NC[C@H](C=NC=C1CCC=N1)CCC=O
NC[N+1](CN=CC)C(=O)NC(C1=CCCS1=O)=O,-3.74,augment,,,CC=NC[N+](CN)C(=O)NC(=O)C1=CCCS1=O
CC=NN,-2.31,augment,,,CC=NN
CC=NN(CC)C=O,-2.68,augment,,,CC=NN(C=O)CC
CC=NN(C1=CC=CC=C1F)C=O,-3.47,augment,,,CC=NN(C=O)c1ccccc1F
CC=NN(CCC)CC(CNCCCCN=NCC=NC=CC=O)C1=CC1,-1.17,augment,,,CC=NN(CCC)CC(CNCCCCN=NCC=NC=CC=O)C1=CC1
CC=NN(COC=C[NH1]C(=O)CCOC=CC=O)CO,-2.85,augment,,,CC=NN(CO)COC=CNC(=O)CCOC=CC=O
CC=NN=C(C)NCC(=O)NCCCCCSCCC=CC=CCC,-3.02,augment,,,CC=NN=C(C)NCC(=O)NCCCCCSCCC=CC=CCC
CC=NN=C(COC(C)N)CCCC(C(C)C)CCC=NO,-1.15,augment,,,CC=NN=C(CCCC(CCC=NO)C(C)C)COC(C)N
CC=NN=C=C(C=O)CCCC=O,-3.68,augment,,,CC=NN=C=C(C=O)CCCC=O
CCOC=CCO[C@@H1](C)CC=CC=CC(C)CNNSC=NN=CC,-3.42,augment,,,CC=NN=CSNNCC(C)C=CC=CC[C@H](C)OCC=COCC
CC=NNCC#C[NH2+1]NC=O,-3.24,augment,,,CC=NNCC#C[NH2+]NC=O
CC=NNCNC(C=CC(=O)C=C(CCC1C=CS)S1(C)OO)C,-2.44,augment,,,CC=NNCNC(C)C=CC(=O)C=C1CCC(C=CS)S1(C)OO
CC=NNN(C1)CNC(CC)NC=CC=C(C)C=CCC=N[NH1]1,-4.68,augment,,,CC=NNN1CNN=CCC=CC(C)=CC=CNC(CC)NC1
CC=NOC(C)OC=O,-2.82,augment,,,CC=NOC(C)OC=O
CC=NOC=CC1=CN(C)C[C@@H1]1C,-4.01,augment,,,CC=NOC=CC1=CN(C)C[C@@H]1C
CC=NSC(C=CCC(CC)CCNCCCC=O)=C=CC=NN,-2.14,augment,,,CC=NSC(=C=CC=NN)C=CCC(CC)CCNCCCC=O
CC=N[C@@H1](C)NPCSC(=O)C=O,-3.03,augment,,,CC=N[C@@H](C)NPCSC(=O)C=O
CC=O,-2.33,augment,,,CC=O
CC=[NH1+1]C=C(CC)CC=O,-3.47,augment,,,CC=[NH+]C=C(CC)CC=O
CC=[NH1+1]C=C(S=1C)NC=C=1,-3.53,augment,,,CC=[NH+]C=C1NC=C=S1C
CC=[NH1+1]C=CCCOC=NC=O,-2.99,augment,,,CC=[NH+]C=CCCOC=NC=O
CC=[NH1+1]C[C@H1](CCC1C)N1NC=NC=O,-3.34,augment,,,CC=[NH+]C[C@@H]1CCC(C)N1NC=NC=O
CCC#CC(=O)CC=CC=CNC1C=CCCCC1,-4.11,augment,,,CCC#CC(=O)CC=CC=CNC1C=CCCCC1
CCC#CC1(N2)C=CC=C1CCCOC=NC(C)CC=CC=C2,-4.06,augment,,,CCC#CC12C=CC=C1CCCOC=NC(C)CC=CC=CN2
C1C=CC=C2C1(NCCC=CC3=CC=CC3C=CC#CCC)CN=N2,-4.44,augment,,,CCC#CC=CC1C=CC=C1C=CCCNC12CC=CC=C1N=NC2
C1OC=CC1(C(C)NNCNC=O)C=CC=CC=CC#CCC,-3.5,augment,,,CCC#CC=CC=CC=CC1(C(C)NNCNC=O)C=COC1
C1C=CC=C(C(=O)N1CC)N(N)CCSC=CC=CC#CCC,-3.48,augment,,,CCC#CC=CC=CSCCN(N)C1=CC=CCN(CC)C1=O
N12C=CC1=C2C=CC=CC#CCC,-3.46,augment,,,CCC#CC=CC=Cc1c2ccn1-2
CCC#CCl,-2.25,augment,,,CCC#CCl
CCC(CCC1OC=CCC1C)=CC=C(O)C(O)CC,-3.8,augment,,,CCC(=CC=C(O)C(O)CC)CCC1OC=CCC1C
CC(N)C=CC=C(CC)C(=O)NCCCC(=O)C(C)F,-3.73,augment,,,CCC(=CC=CC(C)N)C(=O)NCCCC(=O)C(C)F
COC=CC=C(O)C=CC=CC=C(C(=O)CCCCl)CC,-3.48,augment,,,CCC(=CC=CC=CC(O)=CC=COC)C(=O)CCCCl
COC=CC=C(CC)CC=O,-3.25,augment,,,CCC(=CC=COC)CC=O
CCC(CC[NH1+1]C)=CNCCOCCOC1=CC=NC=C1N,-0.64,augment,,,CCC(=CNCCOCCOc1ccncc1N)CC[NH+]C
O=C(N)N=C(C(CSC1=O)C=CC=C1C(=O)C=CC=CO)C(CC)=CSC,-3.58,augment,,,CCC(=CSC)C(=NC(N)=O)C1C=CC=C(C(=O)C=CC=CO)C(=O)SC1
CCC(=N)CN=C=CCC(CN)CNC[NH1+1](C=1)CCOC=1CC=NCC(C)O,-0.57,augment,,,CCC(=N)CN=C=CCC(CN)CNC[NH+]1C=C(CC=NCC(C)O)OCC1
OC=CC(=O)SCCC=C=CCC=CN=C(NCCCC(=O)C=CNNO)CC,-3.09,augment,,,CCC(=NC=CCC=C=CCCSC(=O)C=CO)NCCCC(=O)C=CNNO
CCC(=O)C=C(C1)N1SC=CN=C(/C2)CC=CC=C2,-4.24,augment,,,CCC(=O)C=C1CN1SC=CN=C1CC=CC=CC1
O=C(CC)C=CN1CCCCSCC=NN1CC=CCF,-3.64,augment,,,CCC(=O)C=CN1CCCCSCC=NN1CC=CCF
CCC(=O)C=O,-2.69,augment,,,CCC(=O)C=O
CCC(=O)CC/C=C1C=CC2=CC=C(C12CC=NOC=CC#CC3)CC3,-5.37,augment,,,CCC(=O)CCC=C1C=CC2=CC=C3CCCC#CC=CON=CCC213
CCC(=O)CCCCCC(C1)CCCC1C[NH1+1]NCCC=CC=O,-3.63,augment,,,CCC(=O)CCCCCC1CCCC(C[NH+]NCCC=CC=O)C1
O=C(CC)CCCCCCCl,-2.98,augment,,,CCC(=O)CCCCCCCl
O=C(CCNCC[C@@H1](CN)C(C)C=CN=CC=CC=CF)CC,-2.33,augment,,,CCC(=O)CCNCC[C@@H](CN)C(C)C=CN=CC=CC=CF
CCC(=O)NC(C)NC=C1C=CC=CC1[N+1],-4.04,augment,,,CCC(=O)NC(C)NC=C1C=CC=CC1[N+]
CCC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,-4.5,anchor,analog,NCT-503,CCC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1
