ligand_idx,smiles,delta_g_kcal_mol,mw,rot_bonds,hbd,hba,qed,sa,n_rings,max_poly_run,max_alkyne_run,pains_flag,brenk_flag,source
394,[C][C][C]P[C]N[C][C]1[C]c2[c][c][c][c]c2[C]1[C][C]1[C][C]c2[c][c][c][c]c2[N]1,0.0,349.268,8,1,1,0.441,7.0886,4,0,0,0,1,recovered_735
395,N[C][C]1[C]2[C][C][C]1[C]=[C][C]2,0.0,124.122,1,1,1,0.4943,4.5971,2,1,0,0,1,recovered_735
396,[C]/[C]=[C]/[C]=[C]/[C]=C(\[C])C1=[C][C]=[C][C@]([C])(N)[C]1/[C]=[C]/[C]=[C]/[C],0.0,256.243,5,1,1,0.7266,4.7752,1,5,0,0,1,recovered_735
397,[C]/[C]=C1\[C][C]2[C][C]1[C][C]([C])[C]2[C][C]c1[c][c][c][c]c1[C]=O,0.0,256.219,4,0,1,0.794,6.7971,3,1,0,0,0,recovered_735
398,[C][C][C]1[C][C]/C(=[C]/[C]=C2\[C]=[C][C]=C2[C][C])[C]1c1[c][c][c][c][c]1,0.0,264.242,4,0,0,0.7807,7.9643,3,4,0,0,0,recovered_735
399,[C]/[C]=[C]/[C]=[C]/N/[C]=C([C][C]1[C][C]=[C]N[C]1)\[C]=[C]\[C]=[C]\[C],0.0,246.228,7,2,2,0.5061,7.6908,1,3,0,0,1,recovered_735
4,[C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/[C]1[C][C][C]2[C][C]1[C][C]2O[C],0.0,220.186,5,0,1,0.6347,6.7766,2,2,0,0,1,recovered_735
40,[C][C]/[C]=[C]/[C]=C(\[C])[C][C][C@]12[C]=[C][C]=C1[C][C][C]2[C]O,0.0,233.205,6,1,1,0.6866,5.473,2,2,0,0,1,recovered_735
400,[C][C][C][C]/[C]=C1\[C][C][C](/[C]=[C]/C([C])=[C]/[C])[C]1,0.0,192.176,5,0,0,0.4566,7.6712,1,2,0,0,1,recovered_735
401,[C][C][C][C]([C])/[C]=[C]/[C]=[C]/[C]=[C]/C#C[C]/[C]=[C]/[C]=[C]/[C],0.0,228.209,7,0,0,0.456,7.3747,0,3,1,0,1,recovered_735
402,[C]O/[C]=[C]/[C]=[C]/[C]=[C]/N=C1\[C][C]2[C][C]S[C]1[C]2,0.0,230.227,4,0,3,0.5395,6.298,2,3,0,0,1,recovered_735
403,[C]/[C]=[C]/[C]=[C]/[C][C]1[C][C]c2n[c][c]nc2C1=[C],0.0,208.179,3,0,2,0.6885,7.4312,2,2,0,0,1,recovered_735
404,[C][C][C][C][C@@]1([C])[C]=[C][C]=C(Br)[C]1[C][C],0.0,236.047,4,0,0,0.6988,7.855,1,2,0,0,0,recovered_735
405,[C]/[C]=[C]/[C]=C(\[C][C][C]1[C][C][C][C]1)[C]c1[c][c][c][c][c]1,0.0,228.209,6,0,0,0.6497,7.9831,2,2,0,0,1,recovered_735
406,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/c1c([C])[c][c][c]c1[C],0.0,192.176,4,0,0,0.6335,7.5251,1,3,0,0,1,recovered_735
407,[C][C][C][C][C]1[N][C]([C]/[C]=[C]/O)[C]2[C]([C])[C][C][C]12,0.0,211.179,5,1,1,0.6688,7.2636,2,1,0,0,1,recovered_735
408,[C][C][C][C]1[C]([C])[C]2[C]N[C]1c1[c][c][c][c]c12,0.0,195.18,2,1,1,0.7368,6.399,4,0,0,0,0,recovered_735
409,[C]/[C]=[C]/[C][C]N[C][C][C][C][C]1[C][C][C][C]1,0.0,183.169,8,1,1,0.4299,7.6159,1,1,0,0,1,recovered_735
41,[C]C1=[C]C(=[C])NC(/[C]=[C]/[C]=[C]/[C]=[C]/[C][C]2[C][C]3[C][C][C]2[C][N]3)=[C]1,0.0,281.253,5,1,1,0.7462,6.8789,4,6,0,0,1,recovered_735
410,[C][C@@]1(N[C]/C(Cl)=[C]/[C]=[C]/C2=[C][C][C][C][C]2)[C][C][C]O[C]1C#[C],0.0,294.676,5,1,2,0.4708,6.2432,2,3,1,0,1,recovered_735
411,[C][C]([C])/[C]=[C]/[C]=[C]/[C]=N/[C]=C(/[C]=[C])[C]1[C]2[C][C][C]3[C]2[C][C][C]31,0.0,266.238,6,0,1,0.5114,7.5207,3,2,0,0,1,recovered_735
412,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]C1=[C][C]=[C][N]1,0.0,170.15,5,0,0,0.5377,7.554,1,3,0,0,1,recovered_735
413,[C]N[C][C]([C])/[C]=[C]/[C]=[C]/C([C]/[C]=[C]/[C]=[C]/[C]=[C])=[C]\[C]C([C])([C])[C],0.0,279.257,11,1,1,0.4437,7.7299,0,3,0,0,1,recovered_735
414,[C][C]([C])[C]/[C]=[C]/[C]1[C]2[C]=[C][C][C][C]2[C]c2[c][c][c][c]c21,0.0,240.22,3,0,0,0.7545,7.8871,3,1,0,0,0,recovered_735
415,[C][C]([C])/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]([C])NC1=C([C])[C]=[C][C]1,0.0,243.224,7,1,1,0.6624,7.542,1,4,0,0,1,recovered_735
416,[C][C][C]1[C]=[C][C]=C1[C]1[C][C]=[C][C]=C1/[C]=[C]/[C]C(=[C])[C]1[C][C]N[C]1,0.0,279.257,6,1,1,0.777,1.7284,3,3,0,0,0,recovered_735
417,[C][C][C][C]([C])[C]C1=C2[C]=N[C]=C2[C]=[C]1,0.0,170.15,4,0,1,0.5988,7.5513,2,3,0,0,0,recovered_735
418,[C][C][C][C][C]([C])[C][C]N[C]([C])[C][C]C#[C],0.0,183.169,9,1,1,0.4067,7.298,0,0,1,0,1,recovered_735
42,[C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/[C]=[C]/[C@]1([C])[C][C](/[C]=N/[C]([C])[C]F)[C]N1[C],0.0,287.232,8,0,2,0.4847,4.6132,1,2,0,0,1,recovered_735
420,[C]/C(=[C]\[C]=[C]\[C]=[C])[C]1[C][C][C]2[C]1[C]Nc1[c][c]c(N)[c]c12,0.0,259.247,3,2,2,0.6379,7.533,3,3,0,0,1,recovered_735
421,[C][C][C][C][C]/[C]=[C]/c1[c][c][c][c]c1-c1[c][c][c][c][c]1,0.0,228.209,6,0,0,0.6631,7.9505,2,1,0,0,1,recovered_735
422,O=[C][C][C]C1=C([C]Cl)[C]=[C][C]1,0.0,159.551,4,0,1,0.6003,6.9327,1,2,0,0,0,recovered_735
423,[C][C]/[C]=C1/[C][C][C]=C2[C]3[C][C]=C([C])[C][C]3[C]=C21,0.0,204.187,1,0,0,0.6092,7.812,3,3,0,0,0,recovered_735
424,[C]/N=[C]/[C]=[C]/[C]=[C]\[C]/C(N)=[C]\c1[c][c][c][c][c]1,0.0,210.195,5,1,2,0.56,7.519,1,2,0,0,1,recovered_735
425,[C][C]N/[C]=[C]/C1=C([C]N([C][C]/[C]=[C]/[C])[C]2[C][C][C][C]2[C])[C][C][C]1,0.0,281.253,9,1,2,0.6354,7.8237,2,2,0,0,1,recovered_735
426,[C][C]c1[c][c][c]n1[C][C][C]/[C]=[C]/O[C],0.0,174.138,6,0,1,0.4556,7.6035,1,1,0,0,1,recovered_735
427,[C][C][C][C]/C([C][C])=C([C]Cl)/[C]=[C]/[C]N,0.0,195.608,7,1,1,0.4799,6.8347,0,2,0,0,1,recovered_735
428,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
429,[C]=C1[C][C]2[C][C]3[C][C]4[C]2[C][C]=[C][C]4[C]31,0.0,168.154,0,0,0,0.5097,6.9861,4,1,0,0,0,recovered_735
43,[C][C]/C([C])=[C]/[C]=[C]/[C]=[C]/[C]C(=O)[C][C]/[C]=[C]/[C]=[C]/[NH],0.0,235.201,9,0,1,0.5416,7.1863,0,3,0,0,1,recovered_735
430,[C]/[C]=[C]/c1[c][c][c][c]c1[C]/[C]=[C]/[C]=[C],0.0,168.154,4,0,0,0.5933,7.7191,1,2,0,0,1,recovered_735
431,[C]O[C][C][C]([C])/C([C])=[C]/N[C]Cl,0.0,174.566,6,1,2,0.478,7.1064,0,1,0,0,1,recovered_735
432,[C][C]c1[c][c][c]n1[C][C][C]/[C]=[C]/C#C[C]C#C[C]C1=C(/[C]=[C]/N[C])N[C]O[C]1,0.0,348.3,8,2,3,0.4071,7.6034,2,2,1,0,1,recovered_735
433,[C]S[C]1[C][C][C][C]1[C][C@@]12[C][C][C][C]1S[C][C]2,0.0,232.288,3,0,2,0.7323,6.8616,3,0,0,0,0,recovered_735
434,[C][C]/[C]=[C]/[C]=[C]/[C]C1=[C][C]=[C][C]1[C]Cl,0.0,191.596,5,0,0,0.5819,7.3661,1,2,0,0,1,recovered_735
435,[C][C][C][C][C][C]1[C]2[C][C][C]1[C]=[C][C]2,0.0,156.143,4,0,0,0.5337,6.7661,2,1,0,0,1,recovered_735
436,[C]=[C]/N=[C]/[C][C][C]1[C]=[C][C]=[C]1,0.0,134.117,4,0,1,0.5001,7.6433,1,2,0,0,1,recovered_735
437,NC(=O)S[C][C][C]C1=[C][C]=[C]NN1,0.0,190.207,4,3,4,0.5421,6.4738,1,2,0,0,1,recovered_735
438,[C][C][C]/[C]=[C]/C1=[C][C]=[C][C]1[C][C][C][C]1[C][C]([C])[C][N]1,0.0,230.205,7,0,0,0.6206,7.695,2,3,0,0,0,recovered_735
439,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]([C])[C]C#C[C][C]1[C][C]([C])[C][C][C]1[C],0.0,252.231,5,0,0,0.5142,7.593,1,3,1,0,1,recovered_735
44,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/N([C])[C][C]1[C]([C])[C][C][C@]12[C][C][C]N2,0.0,257.231,6,1,2,0.5486,7.6157,2,3,0,0,1,recovered_735
440,[C][C]([C]1[C][C]N[C]=[C]1)C1([C])[C][C][C][C]1,0.0,171.158,2,1,1,0.6368,5.0324,2,1,0,0,0,recovered_735
441,[C]/[C]=[C]/[C]1[C][C][C][C]C1=[C],0.0,120.11,1,0,0,0.4817,7.8142,1,1,0,0,0,recovered_735
442,[C][C]([C])/[C]=[C]/C1=C(/[C]=[C]/[C]=[C]/[C]=C2/[C]=[C][C]N=C2N=[C])[C]=[C][C]1[C],0.0,292.256,5,0,2,0.5437,7.6913,2,6,0,0,1,recovered_735
443,[C][C]([C])[C][C]/[C]=[C]/c1[c][c][c][c]c1/[C]=N/[C@]1([C][C]=[C])[C][C]O[C]1,0.0,282.237,8,0,2,0.6584,6.9213,2,1,0,0,1,recovered_735
444,[C][C][C][C]/C([C])=[C]/[C]([C][C]1[C][C][C][C]1)[C][C]([C])/[C]=[C]/[C],0.0,240.22,9,0,0,0.5752,7.8106,1,1,0,0,0,recovered_735
445,[C][C]([C])[C]N[C]([C])[C]C#[C],0.0,123.114,4,1,1,0.4144,7.1761,0,0,1,0,1,recovered_735
446,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/[C][C]1[C][C]=[C][C]=[C]1,0.0,228.209,7,0,0,0.5798,7.7458,1,4,0,0,1,recovered_735
447,[C][C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]NC(=O)[C][C]1c2[c][c][c][c]c2[C]N1[C]/[C]=[C]/O,0.0,338.281,10,2,3,0.3744,7.4257,2,3,0,0,1,recovered_735
448,[C][C][C]1[C]=[C][C]=C1[C]N[C][C]=C([C])[C],0.0,171.158,5,1,1,0.4742,7.5775,1,2,0,0,1,recovered_735
449,[C][C]/[C]=[C]/c1[c][c][c]c([C])c1[C],0.0,144.132,2,0,0,0.5835,7.6905,1,1,0,0,0,recovered_735
45,[C][C]([C][C][C]/C([C])=[C]/[C]=[C]/[C]=[C]/[C]=[C]/N)/[C]=[C]/C([C])([C])[C],0.0,256.243,9,1,1,0.4837,7.5416,0,4,0,0,1,recovered_735
450,[C][C][C]1[C][C]=[C][C]=C1/[C]=N/[C]=[C]/[C]([C])O[C]1[C]C1=C1[C][C]1,0.0,258.215,6,0,2,0.6619,7.6646,3,2,0,0,1,recovered_735
451,[C][C][C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/[C]=C=[C][C],0.0,168.154,6,0,0,0.4128,7.3492,0,3,0,0,1,recovered_735
452,[C][C]1[C][C](O[C]/[C]=[C]/[C]=C([C])[C])[C][C]2[C][C][C][C][C]12,0.0,232.197,4,0,1,0.6668,7.7548,2,2,0,0,1,recovered_735
453,[C][C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/[C](N)[C]([C])[C][C]1[C]=[C][C]=C1[C],0.0,244.232,8,1,1,0.634,7.4722,1,2,0,0,1,recovered_735
454,[C][C][C]=[C],0.0,48.044,1,0,0,0.4001,7.4353,0,1,0,0,0,recovered_735
455,[C][C]/[C]=[C]/[C]=C1\[N][C][C][C]1[C]C([C])([C])[C],0.0,182.161,4,0,0,0.6058,7.6268,1,2,0,0,0,recovered_735
456,[C][C]1[C][C][C]C2=[C][C]=C([C])[C]12,0.0,132.121,0,0,0,0.4617,7.714,2,2,0,0,0,recovered_735
457,[C][C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]([C][N])[C][C]=O,0.0,258.215,11,0,1,0.4998,7.2944,0,6,0,0,1,recovered_735
458,[C][C]1[C][C]([C]C2=C([C]([C])[C])[C][C][C]2)N[C@@]([C])(N)[C]1,0.0,223.214,3,2,2,0.7106,7.9284,2,1,0,0,0,recovered_735
459,[C][C][C][C][C]([C])[C]c1[c][c][c][c]c1[C],0.0,168.154,5,0,0,0.6203,7.7706,1,0,0,0,0,recovered_735
46,[C][C]/C(=[C]/[C]=[C]/[C][C]=O)[C]([C])[C],0.0,148.12,5,0,1,0.5184,7.0815,0,2,0,0,1,recovered_735
460,[C][C][C][C][C][C]1[C]2[C][C][C][C][C]2[C][C]2[C][C]=[C][C]=C21,0.0,228.209,4,0,0,0.6413,7.8984,3,2,0,0,1,recovered_735
461,[C]/C([C]NC(=O)Cl)=[C]\[C]=[C]\[C]=[C],0.0,174.566,4,1,1,0.2944,6.3636,0,3,0,0,1,recovered_735
462,[C][C][C][C][C][C]N[C][C]1[C][C]=[C][C]=C1[C]=O,0.0,199.168,8,1,2,0.4478,7.3967,1,2,0,0,1,recovered_735
463,[C]C([C])=C1[C]=C(/[C]=[C]/[C][C][N][C][C][C]/[C]=[C]/C#CCl)[C]=[C]N1,0.0,292.684,8,1,1,0.5299,7.4298,1,3,1,0,1,recovered_735
464,[C][C][C][C][C][S@@H]1[C]N[C][C]=C1[C]Cl,0.0,203.653,5,2,1,0.5095,7.9952,1,1,0,0,1,recovered_735
465,[C][C][C][C][C]/[C]=[C]/N[C]1[C](/[C]=[C]/C#[C])[C]=[C][C]=C1[C]=[C],0.0,243.224,8,1,1,0.3815,7.5392,1,3,1,0,1,recovered_735
466,[C][C][C]/C([C])=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]c1[c][c]nc2c1[C][C][C]2,0.0,266.238,7,0,1,0.6834,7.7225,2,4,0,0,1,recovered_735
467,[C][C][C][C][C]([C]/[C]=[C]/[C@@]1([C])[C][C][C][C]2N[C]=C3[C][C]N[C]C3=C21)C#N,0.0,308.279,6,2,3,0.7655,3.7962,3,2,1,0,0,recovered_735
468,[C]/[C]=C(Cl)/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C][C]1[C]=[C]C(=O)[C]N1[C]/[C]=[C]/[C]=[C]/Cl,0.0,377.165,10,0,2,0.5457,7.3505,1,5,0,0,1,recovered_735
469,[C]/[C]=[C]/c1[c][c]n[c]c1/[C]=C(\[C])[C]([C])/[C]=[C]/[C]=[C]/[C]=[C]/N1[C]=[C]NN1O[C],0.0,337.277,8,1,5,0.6977,7.886,2,3,0,0,1,recovered_735
47,[C]/[C]=[C]/[C]=[C]/[C]c1[c][c][c][c]c1/[C]=N/Nc1[c][c][c]c([C])c1O[C],0.0,297.252,7,1,3,0.4803,7.6946,2,2,0,0,1,recovered_735
470,[C]C([C])([C])[C]/[C]=[C]/c1[c][c][c][c]c1C(=[C])/[C]=[C]/[C]/C(Cl)=[C]/N,0.0,291.696,7,1,1,0.6035,7.5844,1,2,0,0,1,recovered_735
471,[C][C]1[C][C]2[C][C][C]=[C][C]2[C]1[C]N[C]c1[c][c][c][c]c1[C],0.0,243.224,4,1,1,0.7824,7.8683,3,1,0,0,1,recovered_735
472,[C]=[C][C][C]1[C][C][C][C][C]1/[C]=[C]/[C]1[C]=[C][C]=[C]1,0.0,192.176,4,0,0,0.6295,7.8766,2,2,0,0,0,recovered_735
473,[C]=[C]/[C]=[C]/[C]=[C]/NC1=[C][C]=[C][C][C]1N[C]=O,0.0,202.172,6,2,2,0.4568,7.2455,1,3,0,0,1,recovered_735
474,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C]([C])C(=N)c1[c][c][c][c]c1[C]=N,0.0,246.228,7,2,2,0.5402,7.438,1,3,0,0,1,recovered_735
475,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
476,[C][C][C]([C])[C][C]1[C][C]=C(N)C([C])([C])[C]1,0.0,172.166,3,1,1,0.6571,7.4752,1,1,0,0,0,recovered_735
477,[C][C]/[C]=[C]/[C]=[C]/[C][C][C]1[C][N]C2=C1[C][C][C]2,0.0,194.172,5,0,0,0.5769,7.5796,2,2,0,0,1,recovered_735
478,[C][C][C][C][C][C][C][C]1[C]([C])NN/C1=[C]\[C]=[C]\[C],0.0,210.195,7,2,2,0.5906,7.1587,1,2,0,0,1,recovered_735
479,[C][C][C][C][C][C][C]1[C][C][C][C]1[C][C][C][C],0.0,180.165,8,0,0,0.4925,7.625,1,0,0,0,1,recovered_735
48,[C]C(=O)[C][C][C][C]1[C][C]=[C][C]=[C]1,0.0,148.12,4,0,1,0.563,7.3469,1,2,0,0,0,recovered_735
480,[C]=[C]/[C]=[C]/[C]=[C]/C1=[C]c2[c][c][c][c]c2[C]O1,0.0,196.164,3,0,1,0.6626,7.7493,2,4,0,0,1,recovered_735
481,[C][C][C][C][C]1[C][C]=[C]C1=N,0.0,123.114,3,1,1,0.57,7.2827,1,1,0,0,1,recovered_735
482,[C]/[C]=[C]/[C]=C1/[C][C][C][C]([C])[C]1,0.0,132.121,1,0,0,0.4983,7.7756,1,2,0,0,0,recovered_735
483,[C][C]/[C]=[C]/[C][C][C]([C])/[C]=[C]/[C]1c2[c][c][c][c]c2C(=[C])[C@@]12[C][C]=[C]N=[C]2,0.0,302.271,6,0,1,0.7619,7.7491,3,1,0,0,0,recovered_735
484,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
485,[C]/[C]=[C]/[C]c1[c][c]c([C]C#[C])c([C])[c]1,0.0,168.154,3,0,0,0.5952,7.5811,1,1,1,0,1,recovered_735
486,[C]/[C]=[C]/[C]=[C]/[C]=[C]/N/[C]=[C]/[C]=[C]/[C]=N/[C]=[C]/Nc1[c][c][c][c]c1[C],0.0,296.268,9,2,3,0.4076,7.6999,1,3,0,0,1,recovered_735
487,[C][C]([C])[C]c1[c][c][c][c]c1[C],0.0,132.121,2,0,0,0.5628,7.8468,1,0,0,0,0,recovered_735
488,[C][C]/[C]=[C]/[C]S[C][C][C]C([C])=[C],0.0,164.188,7,0,1,0.5151,7.4084,0,1,0,0,1,recovered_735
489,[C][C]([C])[C]C1=C([C][C]2[C][C]3[C][C][C]2[C]3[C])C(O)=[C][C]1,0.0,233.205,4,1,1,0.7831,4.8154,3,2,0,0,0,recovered_735
49,[C][C]/[C]=C(\[C])[C]/[C]=N/[C]c1[c][c][c]c2[c][c][c][c]c12,0.0,230.205,5,0,1,0.6949,7.8823,2,1,0,0,1,recovered_735
490,[C][C]1[C][C]/C(=[C]\[C]=[C]\[C]=[C]\[C]=[C]\[C]=O)C(=[C])[C]1,0.0,208.175,4,0,1,0.4967,7.4217,1,5,0,0,1,recovered_735
491,[C][C][C][C]C([C])([C])[C]/[C]=[C]/[C]c1[c][c][c][c][c]1,0.0,204.187,7,0,0,0.6287,7.89,1,1,0,0,0,recovered_735
492,[C]C(=O)/N=C(\[C])[C][C]/[C]=[C]/[C][C]=[C],0.0,162.127,5,0,1,0.531,6.8888,0,1,0,0,1,recovered_735
493,[C][C][C]/[C]=[C]/[C]=[C]/[C]([C])/[C]=[C]/C#[C],0.0,156.143,5,0,0,0.4108,7.3629,0,2,1,0,1,recovered_735
494,[C][C][C][C]N([C])[C]1[N][C]2[C][C]([C][C]/[C]=[C]/[NH])[C]1[C]2,0.0,223.194,7,0,1,0.5664,5.8494,2,1,0,0,1,recovered_735
495,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
496,[C][C]1[C]2[C][C][C]1[C](/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C])[C]2,0.0,192.176,4,0,0,0.5888,6.4763,2,4,0,0,1,recovered_735
497,[C][C]1[C]c2[c][c][c]c([C]/[C]=[C]/[C]=[C]/Cl)c2[C]1N,0.0,231.641,3,1,1,0.784,7.0566,2,2,0,0,1,recovered_735
498,[C][C]([C])[C]C1=[C][C]=[C][C]1[C][C]=C=O,0.0,160.131,4,0,1,0.5493,7.2807,1,2,0,0,1,recovered_735
499,[C][C]([C])/[C]=[C]/[C]=C(\[C])[C][C][C][C]/[C]=C1/[C]=[C][C]=[C]O1,0.0,232.197,7,0,1,0.4777,7.7311,1,3,0,0,1,recovered_735
5,[C][C]([C])/[C]=[C]/[C][C]1[C][C][C]2[C][C]1[C][C][C]2[C]1[C]=[C][C]=[C]N1,0.0,255.235,4,1,1,0.7938,7.4736,3,2,0,0,0,recovered_735
50,[C][C][C][C]([C])N1[C][C][C]([C])[C]1[C]=[C],0.0,158.139,4,0,1,0.5805,7.6352,1,1,0,0,0,recovered_735
500,[C]=[C]/[C]=[C]/C1=C2[C]=[C][C]=C2[C]=[C]1,0.0,144.132,2,0,0,0.5106,7.6044,2,6,0,0,1,recovered_735
501,[C][C][C][C][C]/[C]=[C]/C1=[C]c2[c][c][c][c]c2[C]1[C]/[C]=[C]/c1[c][c][c][c][c]1,0.0,300.275,8,0,0,0.6562,7.9789,3,2,0,0,1,recovered_735
502,[C][C]C1=[C][C]=[C][C]1[C][N][C][C]([C])S[C][C][C]([C])Nc1[c][c][c][c]n1,0.0,315.316,11,1,3,0.6744,7.7383,2,2,0,0,0,recovered_735
503,[C][C]([C]/[C]=[C]/[C]=[C])NC1=C([C][C@]23[C][C@]24[C][C]43)[C][C][C][C]1,0.0,243.224,7,1,1,0.6586,7.6013,4,2,0,0,1,recovered_735
504,O=[C][C][C][C][C][C][C][C][C]/[C]=[C]/[C]1[C][C]1[C]1[C][C]1,0.0,220.186,11,0,1,0.4728,7.2766,2,1,0,0,1,recovered_735
505,[C][C][C][C]/[C]=C1[C][C][C]C/1=[C]\[C][C]([C])[C][C][C],0.0,204.187,7,0,0,0.5516,7.676,1,2,0,0,1,recovered_735
506,[C][C]/[C]=[C]/[C]=C(/[C]/[C]=[C]/N=[C]/c1[c]nno1)c1[c][c][c]c2c1[C][C][C]=[C]2,0.0,322.262,7,0,4,0.5736,7.7058,3,2,0,0,1,recovered_735
507,[C]C(=O)[C]/[C]=[C]/C1=[C]C([C])([C])[C][C]/C1=[C]\[C][S],0.0,228.231,4,0,1,0.7109,7.3446,1,3,0,0,0,recovered_735
508,[C]=[C]/[C]=[C]/[C]=[C]/[C][C]N1[C][C][C][C][C]1,0.0,170.15,5,0,1,0.5499,7.7773,1,3,0,0,1,recovered_735
509,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]1[C]c2[c][c][c][c]c2[C]=N1,0.0,290.26,7,0,1,0.6792,7.8058,2,6,0,0,1,recovered_735
51,[C][C]1[C]C(=[C])[C]=C2[C]1[C][C]C1=[C][C]=[C][C][C]12,0.0,192.176,0,0,0,0.5456,7.8983,3,2,0,0,0,recovered_735
510,[C][C]/[C]=[C]/[C]=C(/[C][C])[C]1[C][C][C]=[C]1,0.0,156.143,4,0,0,0.5351,7.659,1,2,0,0,1,recovered_735
511,[C][C][C]1[C][C]2[C][C][C]1[C][C]2[C][C][C]1[C][C][C][C]C1=O,0.0,232.197,4,0,1,0.705,6.6471,4,0,0,0,0,recovered_735
512,[C][C][C]/C([C])=C1/[C][C][C][C][C@]1([C])O,0.0,161.139,2,1,1,0.6164,7.9632,1,1,0,0,0,recovered_735
513,[C][C][C][C][C]1/C(=[C]\[C]=[C]\[C]/[C]=[C]/[C]=[C]/[C])[C]c2[c]c([C])[c][c]c21,0.0,276.253,7,0,0,0.6691,7.7154,2,2,0,0,1,recovered_735
514,[C]/[C]=[C]/[C]=[C]/C#CO/[C]=C1\[C]=[C]C([C])=[C]N1[C]1[C]=[C][C]=[C]1,0.0,258.215,3,0,2,0.4275,7.6343,2,3,1,0,1,recovered_735
515,[C]/[C]=[C]/[C]=[C]/[C]C1=C([C]C#[C])[C]=[C][C]1,0.0,168.154,4,0,0,0.4369,7.5091,1,2,1,0,1,recovered_735
516,[C][C][C]c1[c][c][c]n1[C][C][C][C][C]c1[c][c][c][c]c1[C],0.0,242.216,8,0,0,0.6163,7.8864,2,0,0,0,1,recovered_735
517,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
518,[C][C][C]([C])[C]1[C]([C])[C][C][C]1NC1=C([C])[C][C]([C])[C]1[C][C],0.0,243.224,5,1,1,0.7647,7.4357,2,1,0,0,0,recovered_735
519,[C]/[C]=[C]/C1=[C][C]=[C][C]1/[C]=N/[C]=O,0.0,150.116,3,0,1,0.5294,7.2516,1,3,0,0,1,recovered_735
52,[C][C]/[C]=C([C])/[C]=[C]/[C]=[C]/[C],0.0,120.11,3,0,0,0.485,7.4555,0,3,0,0,1,recovered_735
520,[C][C][C]1[C][C]N2[C](/[C]=N/[C]C([C])([C])/[C]=[C]/[C]=[C])[C][C]=[C][C]12,0.0,256.223,6,0,2,0.5105,7.8337,2,2,0,0,1,recovered_735
521,[C][C][C][C]([C])[C][C@@]1(N)C([C])=[C][C]=C(Cl)N1Br,0.0,289.519,4,1,2,0.6271,7.3105,1,2,0,0,1,recovered_735
522,[C][C]1[C]c2nc([C])[c][c]c2[C]2[C]=[C][C][C]12,0.0,182.161,0,0,1,0.5824,7.4187,3,1,0,0,0,recovered_735
523,[C][C]/[C]=[C]/[C][C]1[C][C][C]/C1=[C]\C(=[C]/[C])C([C])([C])[C],0.0,216.198,5,0,0,0.6534,7.8103,1,2,0,0,0,recovered_735
524,[C][C][C][C]([C])/[C]=[C]/[C]=[C]/[C]=[C]/[C]1[C][C][C][C]1Cl,0.0,227.629,6,0,0,0.6091,7.3686,1,3,0,0,1,recovered_735
525,[C]/[C]=[C]/[C]/[C]=[C]/N[C]C([C])=[C],0.0,135.125,5,1,1,0.5376,7.3667,0,1,0,0,1,recovered_735
526,[C][C][C]/[C]=[C]/N/[C]=[C]/N[C][C]/[C]=[C]/c1[c][c][c]c([C])n1,0.0,248.224,9,2,3,0.4832,7.4229,1,1,0,0,1,recovered_735
528,[C][C][C][C]([C])[C][C][C]N[C]1[C][C]([C][C])[C][C@]12[C][C]=[C][C][N]2,0.0,257.231,8,1,1,0.4905,7.5543,2,1,0,0,1,recovered_735
529,[C]=[C]/[C]=[C]/C(=O)[C]C1=[C]C(=O)[C]=[C]1,0.0,164.119,4,0,2,0.4307,6.7187,1,2,0,0,1,recovered_735
