idx,smiles,delta_g_kcal_mol,source
2845,CN(NC(=O)C=C)C(C)=C(C)C=CC=CC,-3.8,augment
2846,CCN=C(C=CC=C=CCC1=O)CCC1CNN=CCCCC2C=C2CC#C,-3.45,augment
2847,COC=CC(Br)=C(S)CCSC=CC(=O)[O-1],-4.02,augment
2848,COCCCCC=CN(C1)C1=O,-3.33,augment
2849,C1OC[C@@H1](C)C1C2[C@H1]C(=O)C3(O)C=C2N3CCF,-3.48,augment
2850,C1CCCCN(CN=C(C)C(C)C[NH2+1])[C@@H1]1C[C@@H1]C(C)(O2)CC2C,-3.34,augment
2851,O=CCOC=CNC1(C=CC=C1OOC)CC=CC2CC2CCl,-3.22,augment
2852,C[C@@H1](C)C1C23CC=CC=C2NC(=O)C=C3N1C=CC,-4.46,augment
2853,C1C[C@H1]CCOCNC=CC(C)C=C1C(O)C=CC=O,-4.36,augment
2854,NC(O)OCC=NCC=CC=CCl,-2.93,augment
2855,CC1(C[C@@H1][C@H1]CCN(C)C=CN=C1C=C)N=CN=CNCN=O,-4.11,augment
2856,COC=CCC=C/C=C/C(=O)NCN1N(C)[C@H1]CCCC1=O,-4.13,augment
2857,C=C(C)CCNC(C)NC(=O)NC=NC=CCC(Cl)C=CN,-4.01,augment
2858,N=C=O,-2.43,augment
2859,C1C2=NN1C(C)=CC(COCCCCO2)C=C=C,-4.19,augment
2860,C1S(C[C@H1]1NNCCCC=CS)(N2)(C)CCC2CF,-3.65,augment
2861,CCC=CC(C=CC=C1N=C(S)CCC(CC2C[C@@H1]C)=NC=O)S2CC1,-4.29,augment
2862,C1[C@H1]C=CCCCCNC(=O)CC=CCCS1,-4.64,augment
2863,CCCCCCC(O)CCC=O,-2.82,augment
2864,CC=C=CC=O,-3.04,augment
2865,O=C(CC=CC=CC(=C)CO)C=CC=C(F)CCCC#C,-3.56,augment
2866,CC1OC(=O)N1CN(C=CC=O)CCN=C=CCC,-3.46,augment
2867,C=C(C)C=C(C)OCC=CSCCl,-2.71,augment
2868,CCOC(=O)NC(CCC=C1OC2)(CCCC)CC=C1ON=C2,-4.2,augment
2869,C1CCC(CCC[C@@H1]1C(=O)[C@@H1](C)C=CC)O[NH1]C=CC,-3.95,augment
2870,CCC=NNCCCC=CCNC=O,-2.5,augment
2871,COC(=O)NS1CCS[C@H1]S(C(C)=C(C)C=C)C=C1C,-4.3,augment
2872,C1CSC=CC1=C,-2.86,augment
2873,COC(=O)NCCNC[C@H1]NCC(C1)C[C@H1]CCC1C,-2.98,augment
2874,CCC(CN1C=CC=C1COCC)(C)N(C=CC2=CC=CC2)CC=CC#C,-3.96,augment
2875,O=C(CNCCC=CCCCCC[C@@H1]CCC(F)CSC=NC(C)OCC1)C1,-4.94,augment
2876,C1OC(=O)C2=C1C[C@@H1]NCCC(C)CNC2NCCCCC=O,-2.95,augment
2877,C=12CC3(C)C=1C=C3CCCCCC2C,-4.24,augment
2878,CC(C)CC(=O)NC=CC=C=CC=C1C=C1Cl,-4.37,augment
2879,C1CCCC[C@@H1](C=O)C(=O)[C@@H1]CCOC(C)=C=CC=C1,-4.71,augment
2880,C1=CC=CC=C(C=CCC=C)C1[C@H1]C(C)COC=CCCOCC,-3.56,augment
2881,CCCCC(S)C=CC=NC(=O)C1C=CN=C1OC,-3.35,augment
2882,C[C@](O)C=NC1=CC(=C)CN(C)C#CC=CN(C)C1C=C,-4.22,augment
2883,OC(C)NC=CC=CCCCCCCN(CC)CC=CC(=N)N=C1N=C1,-3.19,augment
2884,CCCCCCCN=CCC1C(C=O)C=S1C,-3.23,augment
2885,OC=CC=NCC=CC1=C=C1O[C@@H1]CC=C,-3.26,augment
2886,COC=CC[NH1+1]C(OC(=O)C(=O)NC1C2CCCCC)CC2NN1CCO,-3.07,augment
2887,C1C=CC=C(C(=O)N1CC)N(N)CCSC=CC=CC#CCC,-3.48,augment
2888,CC(=C)N(C)C=C(CC)CCCCNCCOC#CC=CC#C,-3.2,augment
2889,CC(C=O)SC(N)C=C=CC=C=SCC=C1CS1,-2.98,augment
2890,CC(C)(C)N(C)CC=SNC(=O)C=O,-3.18,augment
2891,CCOC=CC=NC(C(=O)N=O)(C1=CC=CS)C1,-3.4,augment
2892,CCOC(C)=CCCCNC(=O)C=NC(C)CC(C)N1CC1,-3.26,augment
2893,CCOCCOCCOC(C)SC=CC=CC=C(C)[NH1]C(=O)N=NN=S,-3.3,augment
2894,CC=CC=CN(CNC(=O)NC=CCC=CC1)C=N1,-4.36,augment
2895,CCC=CSC(C=O)CCC=NC=C(Cl)N=CC=O,-3.6,augment
2896,COC=CC(C=C[C@@H1]CCCCCCCC#C)=NN=CC1=CC=CC1(N)CCCCF,-2.72,augment
2897,C[C@H1](C=O)CC(=O)NCCCOCBr,-1.79,augment
2898,O=C(COC=NC1=NC2=CC=CC=C1CCCCC23)C3,-4.89,augment
2899,COC=CC=CCCC=CC(=NOCCCNCC)C,-2.67,augment
2900,CC(C)C(N)C1(N)C(C(=C)C)CCC=NC=C1NN=NCNOC=CN,-1.94,augment
2901,CC=NC(C=NCC)(C)C=O,-2.97,augment
2902,CNC(C(=O)CC=C(CC=CC=CN)CS1COCC)(C)CC1C,-4.05,augment
2903,CC(C)CCC=CC=CNC(=O)C1CC=CN1N2C=CC=CC(C)=CC=C2,-4.76,augment
2904,CNOC[C@H1](C[C@@H1](C)NCCC=CCC)CCF,0.0,augment
2905,C=CCNC(N)=CCC=CC=O,-3.62,augment
2906,C[C@@H1]CCCC(NC(=O)C(C)NC1(ON)C=C)C1(C)F,-3.3,augment
2907,CCC=NC=CN=CN1C=CC=NCN[C@@H1]C=NC1COC=C,-4.17,augment
2908,C1CC=C1C,-2.37,augment
2909,CNC(=O)CC1CNC(CCCCC(OC)C=CSN(C)CC)=CC=N1,-2.86,augment
2910,C=CC(N)CCC=NCC(N(C)C=O)=CC1=CC=CC=C1CCCCOC=C=C,-3.15,augment
2911,C1CC=CN=C1CNC2=CC=NC=CC(O)N3CCC=C32,-4.23,augment
2912,C1C=CC=CN=C1C(C)C=O,-4.4,augment
2913,CC(CCCC=CNC(C)CC=CC=CC=C)C=NC=NCC=NC,-3.09,augment
2914,OCOC[O-1],-1.94,augment
2915,C1C=C[C@@H1](C=NCCCN[C@@H1]SC=C1C(=O)N=O)CCCC=CN=C,0.0,augment
2916,C12C(C(F)C=S13O)C=CC=C3C=C4C=CC=C24,-4.63,augment
2917,COCCNC=CC=CC=C1C=N1,-2.85,augment
2918,CCC=NC=CNC1=CC2C=C3CNC(=O)N3C=C1C2,-4.42,augment
2919,C1=2C=CC=C1C=2O,-3.56,augment
2920,CSCC=NCC[NH1+1]NCSCN(CCCN[C@@H1](C)C1=C)O1,-1.97,augment
2921,C12C[C@@H1]COCC(C(=O)C1(F)N)N=S2,-3.85,augment
2922,CC1C2C=C(NC(=O)CC=CCC)[C@H1]2C1,0.0,augment
2923,C1CC[C@H1]1NC(=O)NCCC2C=C2Br,-4.3,augment
2924,CCNC(=O)CC1CCC=CCCNC(=O)C2CC21C=CC=O,-3.69,augment
2925,CN(C(C1C)NC=C1)CCC=O,-3.71,augment
2926,CC(=O)CCN=C1C=CNC1CCCCCCC=NC,-2.9,augment
2927,CC(C)C=CC=NS(C(C)C(=N)C=CC=CSC)CCC,-3.68,augment
2928,CCCCCC(C)=CC=O,-3.44,augment
2929,CC=CC=CC1NC=CN1CC[C@@H1](N)C(=O)CCC,-3.57,augment
2930,C[C@H1]C[C@H1](C[NH2+1]C1=O)C=CC=C1,-3.61,augment
2931,C1CCC=C(C(=O)C=C2CCO)CC12C,-4.22,augment
2932,C=NN,-1.86,augment
2933,CCCC=CCNC(=O)CCC(=O)NCCC#C[NH1]C(O)CCCC,-2.28,augment
2934,CCCC(CCC=CCCC(NC)CC=C(C1)N)=N1,-3.36,augment
2935,O=C(O)[C@@H1]CNS(C)=CC=CC=O,-3.6,augment
2936,C1[NH1+1](C)C=C1NS=CC2SN2C=C3C=C=C(C=C3Cl)C,-4.84,augment
2937,C=COC=CNC=C1N(C=O)CC1N=C(C2CC(C)CC=C2)F,-4.35,augment
2938,C1CCC=C[C@@](C)=C1,-3.23,augment
2939,C1CCC(N[C@@H1](C[C@H1]C)NC[C@H1](C2)C2C)C1C=CC=CC=C,-3.92,augment
2940,C1C(C)CN1CC[NH1]C,-2.94,augment
2941,CC(C1)C=CC=CS1CNCCC(C)C2CC2,-4.03,augment
2942,C=CC#N,-2.08,augment
2943,C12OCSC3N1CC(C)CCC=CC=C4N3NC4OC2,-4.65,augment
2944,CC=CC(=O)C([NH1+1])C=O,-2.94,augment
2945,CC1(C)C#CNC1N,-3.41,augment
2946,CC[C@@H1]C=C(CC(C=CCC1[NH1])=C1)CC(=O)CCCCCOC(C)O,-2.63,augment
2947,CO[C@H1](O1)C1(CC)CC=CC=CBr,-3.28,augment
2948,C1NCNC1=O,-3.05,augment
2949,C1CCC1CCC(N)C=CC=O,-3.6,augment
2950,CCCC[C@H1](N)CSCCNOCCC=CC,0.0,augment
2951,CC=NC=CCC(C1=CC=CC(C)C1CNCSCC2C[C@H1]C)C(C)CC2,-5.0,augment
2952,C12CNCN2C=CC=C1SC=CC(C)C=CC=C,-4.09,augment
2953,C[NH1+1](O1)CC=CC#C1,-3.63,augment
2954,CCN=C1OC=CNCOC(C=CC)=CC2=C1NCCC=CC=NC=NC#C2,-4.61,augment
2955,C1C=NC=COC=CC1CC2C(=O)CC3CC3OCC=CC=CC=CCC=C2,-6.08,augment
2956,O=C(CCCC(O1)OCC=N1)CCCC(CF)CCF,-2.09,augment
2957,CC[C@@H1](CC)ONCC(=O)NCCC[C@@H1](C)N=CC(C)CC(=O)C,-1.4,augment
2958,COCCC=C(C(=O)C=O)OC,-2.95,augment
2959,CCCC=CCCOC=NCC(C)CC[NH3+1],-1.78,augment
2960,C1[C@H1]CCCCN1C[C@H1]SC(S/C=CC(C)NC=CC)CC=C(Cl)S,-3.85,augment
2961,CC=CC=CCCSC1CCNCCC=CC=C1CCC=CCC,-4.44,augment
2962,CC1CC(C2)=C1CNCNC(C)C=CN=N2,-4.64,augment
2963,CC=CC=CCC1=CC(S)C[C@@H1]1C=O,-3.75,augment
2964,CC1=NN1SCC2NC=CC=C2C,-3.19,augment
2965,C[NH2+1]C=CC=CC[C@@H1](C)C1CC(C)CC1C=O,-3.95,augment
2966,CC(C)CC(CC1C(C)C2CN1C=O)CC=C2,-4.22,augment
2967,CC=CC(C1=CCC)C=C=CC(C(COC12)N23)O3,-4.46,augment
2968,FC([O-1])CCCC1C=CCCN1C=NC#CNCCC=CC=COC,-3.89,augment
2969,O=C(N)N=C(C(CSC1=O)C=CC=C1C(=O)C=CC=CO)C(CC)=CSC,-3.58,augment
2970,C[C@@H1]CC=NC(=C)N=C(S)C(C)CC1=CC=CN1CC(C)CCC=C,-2.98,augment
2971,CC[NH1+1]CC(C)C=O,-2.6,augment
2972,CCOC(C(CC1)CCCOC(C)C2=CC=O)NCC1C=C2CC,-3.71,augment
2973,C1S(C)(C)C=C1F,-2.31,augment
2974,CN[C@@H1][C@@H1]CC(=O)NCCC=CC(C(=O)OCC)C1=CC=C(C)C1,-2.47,augment
2975,OCOC#CN/NCOC(S)NC(=C)C=CC=CF,-3.16,augment
2976,COC(C)C=CN=C(CCF)C=O,-2.98,augment
2977,CCCCC1=CC=CC(N(C)CC1)OC(O)C[C@@H1](C2)O2,-3.13,augment
2978,C[C@@H1]C([C@@H1])C=O,-2.7,augment
2979,C[NH1+1](C)C=C(SCCCNNCCCC1CC12C=CN=N2)CCC,-1.64,augment
2980,COC=CC=C(C=O)CC1C=C(F)C1=NC=O,-3.57,augment
2981,CC=CC(OCCNC[C@H1]NC[C@@H1]1C(C)CCN1)CC(C2)CO2,-1.62,augment
2982,CC=CCC=CCCCCOC=O,-2.94,augment
2983,C=1OC=NC[C@@H1]=1,-2.54,augment
2984,C1NC=CC1CCCCC[C@@H1](C)NCC#CN=C,-3.08,augment
2985,CC[NH1+1](C)NCCOC=SC=NC=CC(C)=C=C,-3.47,augment
2986,O=C(NCCCCCCCF)C=CCC(C)CC=CC(C)C,-2.73,augment
2987,C1C2NNCN12,-3.24,augment
2988,CCCC=C=C(SNCSCC#N)CC1C=NC1C,-3.43,augment
2989,CC=NC(SC[C@@H1]CC1C(C)(O2)C=CC=CC)=CC=C2CCCOC=C1,-4.66,augment
2990,CC=CC=COC(C1)N(NN)C=C1C=CC=O,-3.88,augment
2991,C1C(CC=C1)(C)CC=CC=O,-4.0,augment
2992,C[C@@H1](C[NH1+1]CCC(C)CCC(C)[C@H1])C=CC(C)NC(C)CCCCC,-3.32,augment
2993,CC[C@H1]C=NC[C@H1]N=C1C(CCC)(O)NCCCC=CC=C1S#N,-2.52,augment
2994,C[NH1+1]CCN[C@@H1](C)NNCCC(=C)CC=CF,-2.1,augment
2995,O[C@@H1]([NH2+1]CCCCC=CC1=CNC=C1)CC=NCC,-2.66,augment
2996,CC(C)C(N)C(N)CC(O)C=CNNC(C)C=CCOC(=C1)S1,-1.12,augment
2997,C[C@H1](CCC=CC=CC(C)C=C1C=C(F)C1=2)C=2C=C,0.0,augment
2998,CNCCC=CNCCNC=O,-2.94,augment
2999,CCNCNCCCC[C@@H1](C)C[NH2+1]C=O,-1.31,augment
3000,C1CC=CC2[C@@H1]CCC=CC=CC=CCCC(CC)C2C=C1,-5.41,augment
3001,C[C@H1]CNNCC(=C)N=C(CCC=CCC1=C(F)NC[C@H1]1)CCCC=C,-3.06,augment
3002,C=C(C=CCCCC=CC=CCCC)CNN=CC=CC=CC(C1)C1F,-3.44,augment
3003,CCC=C=C=C(C=O)C=CC(F)C=CF,-3.21,augment
3004,C=CCNCNCCN1C=CC=C1C=NC(Cl)C=NC=O,-1.45,augment
3005,CNC[C@H1](C)NCCCCSC=C1C=NC=CCC=CCCNCCOOC1=C,0.0,augment
3006,O1C(=O)C=CC=C(C=C1C(O)OO[C@H1])CCC2CC2Cl,-3.95,augment
3007,CCCN=NC=CN1CCCCNC1=C,-3.35,augment
3008,CCC(=O)C=C(C1)N1SC=CN=C(/C2)CC=CC=C2,-4.24,augment
3009,C1CCC=CCNCC(NCCCC)(C)CC=CC=CC=C2C=C2N=C1,-4.97,augment
3010,CCNC(S)C1CC(=O)CCC=CC(CS)C1CCC,-3.49,augment
3011,C[C@@H1]CCCNC(N[C@H1](O)CCC=O)C(O)C#CC,-1.52,augment
3012,C[NH1+1](C=CCCF)CN[C@H1](S)C=NC(=O)[C@@H1](C)CCCOS,0.0,augment
3013,C=CCN(C1)C[NH1]C2=CC=CN=C12,-4.35,augment
3014,CC=CC(=C)CCCl,-2.53,augment
3015,CCNC(CCN(C)CNC=CCNSC=NNNC)(C)C#CN=N,-1.86,augment
3016,C1CCCN[C@H1]C(=O)C=CCC2=C=C2CC1,-4.41,augment
3017,C1C=NCCN=C1CCCN2CCCC=C2CN,-2.94,augment
3018,CCC(SC=NC)(O)C(=O)C=O,-2.62,augment
3019,CCOC(CCC=C)N(N)C1(C(C)CC12C=O)C=C2C,-3.16,augment
3020,CCC[C@H1](C1)NC([C@@H1])CCCCC=CC=CC=C1S2=CSSSS2,0.0,augment
3021,C12C(=O)N(C)CNC[C@H1](O)C(C)C=NCC1C2,-4.15,augment
3022,O=CCPC=1NCC=CC=1CSCC,-2.98,augment
3023,C1=CN=CNN(C=C2C=CF)C2CCC1F,-4.03,augment
3024,C1OC=CCNC(=C)C=CC=CNCCC2C(C)CCC21S,-4.63,augment
3025,CCC=C(NC=NC[NH1+1](C)CC=CC)N=CNC(O)ON,-3.2,augment
3026,COC=CC1CC(C)[C@H1]CCOC2=CC=CC=C12,-3.98,augment
3027,C=CCC1=NCC=C1NCC2CC(CC=C3C=CCCCCCCF)(C)CC32,-3.43,augment
3028,CC1CCNCN2C(=O)C=CC=CC=CC=NC=C2C(CC)C=NC1,-4.88,augment
3029,C1C(C)C[NH1+1]NC2C3OC1C=CCCC=CN(C=O)C23N,-4.59,augment
3030,C1CCCSC(C2=C[C@H1]2CC(=O)N=C)C=CC=CC=CC=C(Cl)C1=O,-5.53,augment
3031,CC[NH2+1]CCC[C@@H1][C@H1]C(=O)CC=CSCCCCCC([C@@H1])C,-1.42,augment
3032,C1CC=NC=C(CCNC(=O)C=O)OC1,-3.86,augment
3033,CCOC=CC(=C)C1=CC=C[C@H1](C)C1NCCNCC[C@H1]2NCCC2CCC,-3.54,augment
3034,C1OC=CC=C(/CC=C2CC(=O)C=CC=CC=CC=C)C=C21,-4.58,augment
3035,CCOC=NN1N=C(C)CC=C1SCCCOC=NCCOCCCC,-2.94,augment
3036,C=CC=CCC(=O)C=CC1=NC(C)CC2CCCC2CCC=CC#C1,-5.26,augment
3037,CCNNC(OC)(O)NCCCCC([C@H1]CNCC1N(C2)CC)=C1COC2,-2.34,augment
3038,CCCOC(C1)C=C(F)N=CC(=O)CSS1[C@H1](C[C@@H1]C)CC(C=CC2)=C=C2,-3.72,augment
3039,CC(COCCCOCC=O)CC1C=CC=C1CC=CC=O,-3.46,augment
3040,CC(O)C=NC=CC(C)C=CCC=CC=COCO,-3.6,augment
3041,C1CN1CC=O,-2.47,augment
3042,CCNSCC=CC1(C)CSC=N1,-3.11,augment
3043,C[C@](C)[C@H1](C)NC(=O)[C@@H1]C=O,-3.26,augment
3044,CCC[C@@H1](CCC1CSC)C(=O)C=CC2=CC=CCC2CC=C1C=C,0.0,augment
3045,CC(C)[C@@H1]C=NCC1NC(C)C(=O)NC2=CC3=NN(C)CCC3C2O1,-4.62,augment
3046,C12[C@@H1]C1C=CCN(C(=O)C3=CC=C(Cl)C3C=CC)C2C,-4.81,augment
3047,CN(C=O)C=CCCC=[C@@H1]CS(O)CCC1CC12C=N2,-3.84,augment
3048,CNNC(=O)NCN1CNC(C2)CC=CC3=C2C1=C=C3CC,-4.87,augment
3049,CCC=CNCNNCNC([NH2+1]C)C=1C=NN(C)C=1,-3.1,augment
3050,CCCCNCC=CCC(C)CCC=O,-2.61,augment
3051,CC=C(CCCCOSOCCC=O)CC=NN(C)SCCF,-2.05,augment
3052,C1C(=O)[C@@H1]1CNC=CCC(C)C2C=C=C=S=C2N=O,-4.37,augment
3053,CC[C@@H1]NCNCCCOCCC[NH1+1](CCCC)NC=O,-0.28,augment
3054,CCCC[NH1+1][C@@H1](CC1SC=NC(O)NCCOC=CC=C)N=CC1=C,0.0,augment
3055,O=C(C)NC=C1CC=CC=C1C=O,-4.09,augment
3056,CC1=C(N2CCCCNC2(C=NC(=C)C=CC)C1N)CCC=O,-3.51,augment
3057,COC=CC=CN=C(C)CC(N)C1CC[C@@H1]C(=O)CC[C@H1]1C,-4.32,augment
3058,C1[NH1+1](C)[C@@H1]1CCCC=C2CC(=O)CNCC3C=CC2=CC3F,-3.91,augment
3059,COC=CC1(C)C(C=CCCCC12CNC=O)N=C2,-3.96,augment
3060,COC=CC=CC=C=CC(=O)C=O,-3.52,augment
3061,C=C=O,-2.42,augment
3062,C1CC23SC1[NH2+1]CCC3NC(C)C=C2,-4.16,augment
3063,CCC=CC=CC[C@@H1](C[C@H1]CCCC[C@@H1]CCCCCC)C(=O)CCCC,-2.09,augment
3064,CC(C)(O)C(CNN)[C@H1](C)CCC(C)=NNC,0.0,augment
3065,CC[C@H1](C)C=C(S)C=CCC(=O)NC#CCCCN=O,0.0,augment
3066,C#CCNC=CCC1=CN=C(CC)NC1C2=CCC=C2CF,-3.71,augment
3067,CC[C@H1](C)CC(=O)COC(C)=CC(C)CC=CCF,0.0,augment
3068,CC(C1)C=C1OC(=O)CCCCC=O,-3.14,augment
3069,CC1=CC=CC=N1,-2.94,augment
3070,C1COCCN(NC(=O)CNC=NC=C(C2)CC=C)C=C2CC=CCC=C1,-4.89,augment
3071,CC1NC=CC=NN(NC=NC2CC=CC=C12)N=O,-4.68,augment
3072,CCNC(N)C(=C)C(=O)NC=CC=CC=NNOCCCCCCC,-2.88,augment
3073,C[NH1+1](CC1CC=CC=C1)CC(=O)N(S)NNC(=O)CCC=O,-2.93,augment
3074,C1C=NC=C1S(=O)NCC=CC2=CC=CC=C2C(=C)CF,-4.91,augment
3075,CCN(C(C1)S1)C(=O)C2C=CC=CC2C=O,-3.24,augment
3076,CCC[C@H1](C1CNC2CNC(C)C2C=O)C=C1C,-3.29,augment
3077,CC=CC=CC=CCC#CNC=NC=CC=CC(C)C(=O)CSCCC=CC(=C1)ON1,-4.69,augment
3078,O=C(O)CN1C=CN=C(N)C=CC=C1CC=CCC=[C@H1]CCOCCC,-4.09,augment
3079,COC=CC=C(C=CC1=N)C=C(N2)C=C1CC=CN(C)OC3=C2C3CC,-4.82,augment
3080,CC=C1C=CC=C1OCCCCN[C@H1]C(O)CCCC=C,-3.84,augment
3081,COC(=O)CC=CC=C/C1(NSCCC(=O)CC#C)NN1CCCC=CC=CC2CO2,-3.59,augment
3082,C1[C@@H1]CCC2N[C@@H1](C)CC1(S3CCCCC3C=C2)C,0.0,augment
3083,CCCCCC1C[NH1]C=CC1(O)C=O,-2.67,augment
3084,O[C@H1](C[C@@H1]CCC=CC(N)CN(C)CF)Cl,0.0,augment
3085,C1=C[C@@H1]C(O)C(O)C(N)C=CC2C=C1ON2CCCO,-2.95,augment
3086,C12C=NC3=C1C=C(C=CC=C4C)C4OC(=O)N3C#CC2,-4.58,augment
3087,C1C=CC=CNNC[C@H1]C(N)C(=O)CCCCCCCC(F)C=CN=NN1C,-5.19,augment
3088,C1CC=C(C2=O)C=CC3=C2C=CN=C13,-4.03,augment
3089,CNC=CN=CPSC=CNC=CC=CC=C(CC=O)CC=CC=N,-3.54,augment
3090,COC=CC=C(O)C=CC=CC=C(C(=O)CCCCl)CC,-3.48,augment
3091,C1C(C)NN(O)C2(C)NN(N)CCOC=CC2CCC=C=C1C,-5.34,augment
3092,CC=CC=CC(=C1)[C@H1]1C2CCN(S)C2C3=CC=CC=C3C=C,-4.34,augment
3093,C=1C=CSC=C=1,-2.44,augment
3094,CC(C)C1SCC1=O,-3.39,augment
3095,CN(C)[NH1+1]=C=[C@@H1]CNC=CC[C@@H1](C)[NH1+1]OCOC=CCF,-1.11,augment
3096,C1C=NN=C=C(C(C)OCCCNC=CC2SC1N)C2C=O,-3.99,augment
3097,C1C=CC=NC1(CC(O2)[C@@H1]C=CC3=C2N3N=O)OCCCCCC=CC,-3.78,augment
3098,O=CCNC=CC=CNCCCC=CC=NN(N)N=C(C)C1C=C1,-1.89,augment
3099,C1CCCC=COCNCC(CCC=O)CCO1,-3.21,augment
3100,CC=NN(C=O)C(C)NC=C1C=NC=CNN2NCCCCCC2(CC=C)N1,-3.49,augment
3101,CCCOC(C)=NC=CCF,-2.42,augment
3102,C1OC(=C)CCNCCC2CC2(C)CC(F)=C1,-4.43,augment
3103,CC(C)OC1C(C)CCC1C=O,-3.23,augment
3104,CC=NCC(S1(=O)C[C@H1]CNCCC[C@H1](C)ON=CCCCC=CC=C1)=C,0.0,augment
3105,CCC#C,-1.73,augment
3106,CC1[C@H1]=CCN1CC2=NC=CCC=C(N)C=CC=CC2,-4.93,augment
3107,CCNC=C(C=C1CC(C=CC2=CC=CC=C2O)CC=3C)CC=3S1,-5.01,augment
3108,CCC=[C@H1]C=CC1=CC=NC=CCCCC[C@H1]CNCCC1C=C,-4.63,augment
3109,COC=CC=CC(=C)C(=O)C=CC(O)C=CCl,-3.95,augment
3110,C=C(C)CSCC(=O)N(Cl)NC(C([C@H1])C12NCC)CC1C=C2O,-4.69,augment
3111,O=CC=CNCC=CCF,-2.8,augment
3112,CCC[C@@H1]CNC=CNC(O)CCC[C@@H1](C)CCCCC=CCCC=C=C,-2.35,augment
3113,C[C@@H1](O)CC1CC=C2C13NC(=O)C2C3,-4.3,augment
3114,CC1C=CC=CC1=C,-3.24,augment
3115,CCOC=NOC=CC1=CC=C(N)OCCC(C)C2=CC=C1C=C2CC,-4.23,augment
3116,CC=CCCSC=C(CC)CCNC([C@@H1]1)CCCC[C@@H1]1C=O,-4.0,augment
3117,CC1=CN=CC=N1,-2.73,augment
3118,O=CC1C2(C=CO1)CNCC=CCC(F)CC2=C,-3.74,augment
3119,CCNC=CC1=CC=CCS1C2=NNC(=C)C=C2,-4.56,augment
3120,CC=NN(CC)C=O,-2.68,augment
3121,C1OCCCC1=C,-2.98,augment
3122,O=C(CNNCC1NC)CN1CCCC(C)C2C=CC=C2CC,-3.77,augment
3123,C1S(O)OC=CCNC(=O)C(O)CCC=CC=CC=CN1CCCC#CF,-3.84,augment
3124,C1COCCCC1,-2.91,augment
3125,CC=CC=CNCCC=C(OC)CC=CC1=CC=CC=CC(C)C=CS1C=C,-4.63,augment
3126,CCNC(=O)[C@@H1]C1CCNC=C2N[C@H1](C)C=CS=CN=CC2CC1,0.0,augment
3127,CCOC=CC=CCC=CC(C)(C=O)C=NC=O,-3.16,augment
3128,CC(N)C(C)CCC=CCC[C@@H1]CCCCCCCCF,-2.47,augment
3129,C1CCC=CC=C1ONC(CN2C(=O)[C@H1]C3CCCC)=C3CC=NC=COC=C2,-4.98,augment
3130,C1=CC1CCC=CC=C2N([NH1+1])CCNC(O)CC=CC=NC=C(C)CC2C,-4.37,augment
3131,C1CCCCC(NCCC2=CC12CF)C,-4.17,augment
3132,COC(=C)C(C)CC(CCCCCC=CC=O)C=O,-3.26,augment
3133,CCC1CCNCCCC=CCCCC1NC[C@H1]CC2SS2,-3.8,augment
3134,CCN(OC)C=O,-2.3,augment
3135,CCC=C(C)CCCSC(C)C1NC2CC3CC=C2NN3C#C1,-3.9,augment
3136,C1=2C(C)C=C1C=C=C=2,-3.29,augment
3137,COC=C1C=C1CNC=CC2=CC=C(C)N2C[C@@H1]C3C=C=CC=C3,-4.85,augment
3138,CC[NH1+1](CS1C2C(C=C1C=O)CS=C)C2C=O,-3.39,augment
3139,C=C1CCC[C@@H1]CC2NC1[C@@H1][C@@H1]([C@@H1])[C@@H1]CCCC2C(C)CC=C3C=CC=CC3,0.0,augment
3140,CCC[C@H1](C)CC=CNCC=CC=O,0.0,augment
3141,COC=CC=CC(C=C1CC=CC=C1N)(C)N=CSCSC2CN2C,-3.18,augment
3142,CCCC(CCC=CC(N)C=NC=O)C=O,-2.98,augment
3143,C[NH1+1](C)[NH1+1]C[NH1]C(=O)OC=CC(O)N=CCC,-2.53,augment
3144,NC=CC1=CC=CCC1C=O,-3.45,augment
3145,CC(C)N=C(CCCC[C@H1]=CCCCCC(OC)CC)C=C,-3.03,augment
3146,CCCC1[C@@H1](C2C[C@H1]CCNN[C@@H1]C(C)C=CN=CC)OOCN2CC1,0.0,augment
3147,CCN=NC(CCNC)=CBr,-2.89,augment
3148,C1[C@@H1](C)C=C1[C@@H1]CCC(=O)NN2CCC(C)CN2CCCC3CO3,-2.98,augment
3149,CCNC=CCC(C=O)=CC,-3.28,augment
3150,CCOC1SN1NNC(C2)NC23CCC=C3CF,-2.59,augment
3151,CC1CC=NCN1CCN2CCN=CC3=CS34CCC2=CC4C(=O)C,-4.25,augment
3152,COC=CC=O,-2.4,augment
3153,C=CC=CC(COCC1CC2=CC=C1C=CC=CN)=C[C@@H1]2CC=CCCCCCC,0.0,augment
3154,CCC1=C[NH1+1](C=N)C=C1N[C@H1](C2)C(C)=CC2CF,-3.83,augment
3155,CCCCNC(C=O)CCC=CC,-2.46,augment
3156,CC(C)(C[O-1])NC=CNC=O,-3.49,augment
3157,C=CC[C@H1](C1C)NCC2=C1CC=NN=CCNC=CC=CC2C#C,0.0,augment
3158,CC=[NH1+1]C[C@H1]([C@@H1]CCCC(C)C(C)C1[NH1+1]CO)C=CCCC=NN1C,0.0,augment
3159,CC(NC[C@H1]OCCC)C=O,-2.83,augment
3160,CCNNCCC=O,-2.61,augment
